,Unnamed: 0,Date,temp,pH,Ox,Dao,Zhuodu,Yandu,Andan,Zonglin,Zongdan
623,623.0,45396.0,10.6,7.61,8.71,330.1,3.8,1.45,0.035,0.033,2.82
624,624.0,45396.0,9.0,7.84,10.25,399.9,1.6,1.01,0.025,0.006,3.47
625,625.0,45396.0,12.8,8.45,10.6,672.7,23.7,4.06,0.273,0.087,6.2
626,626.0,45396.0,7.2,7.83,14.34,252.8,3.2,1.92,0.025,0.016,2.82
627,627.0,45396.0,13.2,8.41,12.13,548.4,12.1,1.51,0.08,0.031,5.39
628,628.0,45396.0,13.8,7.74,9.12,539.1,7.3,2.04,0.05,0.037,3.37
629,629.0,45396.0,11.5,7.76,10.04,285.9,4.7,1.55,0.026,0.02,3.84
630,630.0,45396.0,10.3,7.45,9.14,275.3,4.4,0.97,0.025,0.011,3.56
631,631.0,45396.0,9.6,7.66,8.98,296.4,8.0,2.29,0.025,0.011,4.34
632,632.0,45396.0,9.7,7.82,10.05,195.3,8.6,1.51,0.025,0.009,3.39
633,633.0,45396.0,12.0,7.9,10.47,304.2,11.0,1.22,0.025,0.015,3.11
634,634.0,45396.0,11.6,7.68,7.36,497.9,14.2,2.3,0.486,0.043,4.67
635,635.0,45396.0,8.6,7.56,9.62,343.8,1.9,0.7,0.031,0.01,5.32
636,636.0,45396.0,9.0,7.42,9.64,115.7,4.9,0.57,0.025,0.005,3.46
637,637.0,45396.0,9.0,7.57,10.0,158.5,3.0,1.8,0.025,0.014,1.89
638,638.0,45396.0,10.0,8.86,11.18,225.8,4.6,2.15,0.025,0.024,2.86
639,639.0,45396.0,10.8,7.09,10.26,506.4,1.6,0.67,0.081,0.009,3.51
640,640.0,45396.0,7.8,8.04,10.76,718.8,15.2,2.54,0.034,0.027,2.98
641,641.0,45396.0,12.1,8.21,9.07,879.4,19.6,2.95,0.032,0.044,5.87
642,642.0,45396.0,11.4,8.0,8.48,805.5,18.6,2.98,0.389,0.06,5.02
643,643.0,45396.0,13.4,8.17,9.27,686.8,21.7,2.88,0.025,0.042,8.06
644,644.0,45396.0,13.0,8.22,8.65,422.8,12.7,2.87,0.059,0.033,0.61
645,645.0,45396.0,11.5,8.28,7.98,1229.7,17.1,2.55,0.067,0.06,13.54
646,646.0,45396.0,6.8,7.46,3.81,1062.8,10.5,3.88,0.074,0.081,9.49
647,647.0,45396.0,13.1,8.33,12.53,287.2,4.8,1.03,0.048,0.014,5.18
648,648.0,45396.0,13.9,7.86,10.1,649.3,14.5,2.9,0.041,0.043,7.47
649,649.0,45396.0,8.8,7.87,8.22,602.3,4.8,2.0,0.517,0.021,5.89
650,650.0,45396.0,12.4,8.72,10.49,823.6,28.7,2.17,0.146,0.081,6.28
651,651.0,45396.0,16.2,8.18,9.18,844.3,26.2,2.33,0.047,0.029,3.39
652,652.0,45396.0,15.1,8.36,8.9,1134.6,10.5,3.42,0.067,0.031,2.52
653,653.0,45396.0,17.2,7.37,11.12,855.7,10.2,4.89,0.033,0.038,4.02
654,654.0,45396.0,17.9,7.51,7.24,856.8,2.4,5.52,0.133,0.053,8.48
655,655.0,45396.0,18.1,7.38,7.24,1187.0,12.0,3.38,0.076,0.04,9.6
656,656.0,45396.0,15.4,8.31,11.21,1124.4,18.5,3.96,0.034,0.029,1.86
657,657.0,45396.0,18.5,7.34,4.91,904.6,17.1,3.56,0.025,0.053,5.89
658,658.0,45396.0,16.4,7.86,5.91,975.9,3.5,2.76,0.092,0.045,4.62
659,659.0,45396.0,16.0,7.82,8.48,848.2,9.0,2.62,0.092,0.028,3.31
660,660.0,45396.0,16.9,7.96,9.52,1054.1,14.5,4.34,0.035,0.074,4.39
661,661.0,45396.0,16.6,7.56,9.08,1225.6,51.0,3.38,0.186,0.081,6.92
662,662.0,45396.0,16.2,8.34,7.99,1235.9,16.4,4.95,0.137,0.134,6.98
663,663.0,45396.0,16.8,8.26,12.19,1183.9,2.8,4.61,0.042,0.052,5.82
664,664.0,45396.0,14.9,8.27,10.1,419.9,6.0,2.44,0.025,0.005,1.15
665,665.0,45396.0,14.7,8.08,9.55,806.6,47.6,6.19,0.292,0.102,4.23
666,666.0,45396.0,10.8,8.28,11.63,438.1,2.5,2.5,0.025,0.005,1.28
667,667.0,45396.0,13.9,8.14,10.36,507.0,11.5,1.24,0.025,0.005,4.63
668,668.0,45396.0,14.0,7.93,9.2,605.6,3.1,1.07,0.025,0.012,5.25
669,669.0,45396.0,16.0,8.42,13.19,599.2,7.7,2.84,0.025,0.005,3.81
670,670.0,45396.0,9.7,8.17,8.94,620.5,6.2,1.87,0.293,0.056,12.52
672,672.0,45396.0,16.6,8.9,13.32,866.5,6.3,4.26,0.04,0.042,0.96
673,673.0,45396.0,16.1,8.13,10.46,842.5,3.8,3.15,0.065,0.048,2.99
674,674.0,45396.0,16.3,8.93,14.66,1499.9,7.1,4.71,0.08,0.056,1.18
675,675.0,45396.0,16.1,8.27,9.8,286.4,1.9,1.49,0.025,0.005,1.11
677,677.0,45396.0,15.9,8.08,9.62,288.8,4.8,1.71,0.025,0.01,1.09
678,678.0,45396.0,15.3,7.75,9.15,993.3,6.8,7.77,0.145,0.071,2.96
679,679.0,45396.0,14.6,8.76,9.36,1012.0,7.0,3.81,0.025,0.042,2.41
680,680.0,45396.0,13.8,8.47,11.8,2716.7,15.6,5.23,0.025,0.063,4.99
681,681.0,45396.0,14.7,9.08,14.79,26626.8,19.1,12.9,0.049,0.172,2.26
682,682.0,45396.0,14.7,8.42,9.86,33898.5,18.5,3.22,0.655,0.026,1.23
683,683.0,45396.0,15.9,7.9,7.26,25260.6,141.4,6.17,0.596,0.128,1.62
684,684.0,45396.0,14.1,8.31,10.45,1949.8,11.7,5.49,0.025,0.062,4.68
685,685.0,45396.0,14.6,8.71,10.86,15961.2,37.0,6.71,0.073,0.106,2.05
686,686.0,45396.0,14.6,8.7,13.07,1891.3,15.7,6.07,0.036,0.077,4.86
687,687.0,45396.0,13.2,8.4,10.75,550.1,2.0,4.03,0.04,0.009,0.99
688,688.0,45396.0,13.9,8.23,8.75,516.8,3.5,2.72,0.025,0.017,1.17
689,689.0,45396.0,15.9,8.52,11.29,687.8,4.9,2.06,0.025,0.022,8.13
690,690.0,45396.0,16.2,8.2,12.43,846.9,11.3,2.24,0.025,0.028,10.65
692,692.0,45396.0,14.8,8.3,10.12,532.8,6.0,3.37,0.025,0.027,1.11
693,693.0,45396.0,17.5,8.38,16.12,635.2,26.2,3.22,0.025,0.037,3.33
694,694.0,45396.0,18.6,7.89,8.56,1174.3,10.4,0.66,0.056,0.035,4.31
695,695.0,45396.0,17.2,8.04,7.1,976.1,27.7,1.24,0.163,0.024,7.04
696,696.0,45396.0,16.8,8.5,10.33,338.7,3.2,1.44,0.025,0.007,2.18
697,697.0,45396.0,16.6,8.27,4.65,1317.1,23.3,7.44,0.796,0.144,8.7
698,698.0,45396.0,12.6,8.85,14.03,559.4,1.5,2.12,0.025,0.012,3.17
699,699.0,45396.0,16.2,8.86,13.72,788.9,13.9,4.91,0.053,0.081,1.44
700,700.0,45396.0,14.4,9.54,20.04,917.4,6.6,5.91,0.054,0.055,1.06
701,701.0,45396.0,12.4,8.14,10.68,496.4,5.1,1.7,0.056,0.029,2.77
702,702.0,45396.0,14.9,8.09,9.86,14168.2,2.9,2.36,0.025,0.028,0.76
703,703.0,45396.0,15.8,8.79,20.64,12758.2,4.1,8.32,0.135,0.037,2.82
704,704.0,45396.0,10.4,8.35,11.54,469.0,2.1,1.74,0.025,0.011,2.23
705,705.0,45396.0,12.6,8.43,11.42,776.0,3.3,3.19,0.05,0.014,1.61
706,706.0,45396.0,13.6,7.89,8.46,996.1,24.6,3.01,0.18,0.076,1.99
707,707.0,45396.0,13.5,9.11,12.89,2351.8,4.8,5.02,0.04,0.047,3.54
708,708.0,45396.0,13.6,8.84,16.67,2008.5,10.3,5.9,0.025,0.087,2.69
709,709.0,45396.0,18.2,6.4,6.68,44891.4,11.5,4.96,0.312,0.005,1.59
710,710.0,45396.0,13.0,8.53,10.42,630.8,15.2,0.93,0.025,0.016,4.69
711,711.0,45396.0,16.5,8.66,10.31,539.4,1.3,1.4,0.025,0.005,4.81
712,712.0,45396.0,18.5,8.54,7.07,554.1,41.2,2.48,0.04,0.081,2.24
713,713.0,45396.0,18.5,8.32,7.77,1423.1,60.3,5.93,0.207,0.101,5.83
714,714.0,45396.0,19.5,8.59,7.99,901.2,34.4,2.89,0.196,0.115,7.76
715,715.0,45396.0,18.2,8.22,9.94,779.2,15.1,2.88,0.057,0.021,4.47
716,716.0,45396.0,18.3,8.39,13.08,1108.6,12.4,4.24,0.049,0.04,6.7
717,717.0,45396.0,16.6,8.71,10.77,674.2,7.2,2.63,0.025,0.02,6.82
718,718.0,45396.0,15.8,7.98,8.7,599.4,9.9,1.09,0.025,0.02,5.87
719,719.0,45396.0,11.4,8.15,10.78,499.4,12.8,0.85,0.025,0.018,3.82
720,720.0,45396.0,13.2,8.54,8.49,1222.0,72.8,3.41,0.025,0.063,4.83
721,721.0,45396.0,14.4,8.44,8.49,1303.4,51.3,4.43,0.162,0.077,3.1
722,722.0,45396.0,12.2,7.94,7.47,741.7,1.8,1.49,0.025,0.022,2.96
723,723.0,45396.0,12.9,8.4,9.8,437.8,6.2,0.9,0.025,0.005,2.07
724,724.0,45396.0,10.5,8.37,9.56,425.9,26.8,2.97,0.036,0.039,3.4
725,725.0,45396.0,14.1,8.5,9.0,911.8,2.5,0.96,0.025,0.005,1.74
726,726.0,45396.0,14.4,8.11,8.36,733.5,19.3,3.21,0.025,0.043,4.8
727,727.0,45396.0,13.0,8.41,9.58,1373.1,2.1,1.43,0.025,0.019,2.33
728,728.0,45396.0,9.0,8.29,9.55,328.4,57.9,5.17,0.031,0.057,2.12
729,729.0,45396.0,14.3,8.14,8.81,651.4,21.9,3.81,0.025,0.052,5.1
730,730.0,45396.0,12.1,8.4,9.64,851.5,10.6,1.55,0.025,0.036,7.22
731,731.0,45396.0,12.1,8.02,11.36,693.6,2.7,0.95,0.025,0.005,6.31
732,732.0,45396.0,11.9,8.1,8.29,703.2,3.6,2.9,0.044,0.031,4.68
733,733.0,45396.0,12.3,8.19,8.85,740.1,11.3,2.12,0.025,0.033,3.68
734,734.0,45396.0,11.0,7.88,9.82,575.6,5.0,2.11,0.025,0.021,6.91
735,735.0,45396.0,15.1,8.98,11.95,2908.8,16.9,5.61,0.029,0.046,0.94
737,737.0,45396.0,13.5,7.82,10.08,40341.3,61.5,3.43,1.337,0.037,1.62
738,738.0,45396.0,15.4,8.4,9.92,2032.8,35.7,4.92,0.032,0.052,0.8
739,739.0,45396.0,14.1,8.73,12.8,2439.0,24.2,4.02,0.048,0.042,2.75
740,740.0,45396.0,16.3,9.22,20.04,1047.7,10.7,5.01,0.046,0.036,0.87
741,741.0,45396.0,16.6,8.4,12.07,1076.9,6.8,5.01,0.035,0.074,6.63
742,742.0,45396.0,16.1,8.31,9.67,950.7,5.3,4.33,0.096,0.08,6.69
743,743.0,45396.0,16.7,7.78,7.63,980.9,9.1,3.33,0.19,0.034,2.22
744,744.0,45396.0,15.1,8.78,15.39,887.1,7.7,4.01,0.037,0.056,5.39
745,745.0,45396.0,16.8,7.98,13.54,1015.8,1.4,5.1,0.105,0.054,3.17
746,746.0,45396.0,17.8,8.9,13.54,1229.5,10.5,4.5,0.025,0.047,2.62
747,747.0,45396.0,18.2,8.61,7.79,1409.6,36.3,4.92,0.025,0.027,0.51
748,748.0,45396.0,17.5,9.04,9.58,318.0,5.3,1.6,0.025,0.009,1.57
749,749.0,45396.0,16.2,7.86,8.61,788.3,6.6,3.9,0.042,0.037,3.56
750,750.0,45396.0,16.9,8.17,9.92,652.0,2.4,3.48,0.025,0.024,2.73
751,751.0,45396.0,15.8,8.27,10.33,1062.7,2.6,4.33,0.074,0.015,0.67
752,752.0,45396.0,16.3,8.54,10.73,1019.2,5.2,3.82,0.025,0.019,0.78
753,753.0,45396.0,16.6,7.98,9.57,791.8,1.2,3.77,0.025,0.019,1.89
754,754.0,45396.0,15.9,7.94,9.49,1269.9,19.9,3.87,0.233,0.095,5.45
755,755.0,45396.0,8.2,8.39,11.25,822.8,7.7,1.66,0.025,0.005,2.69
756,756.0,45396.0,11.6,8.05,9.11,1062.1,41.2,5.72,0.029,0.132,6.07
757,757.0,45396.0,12.8,8.22,12.01,595.4,26.6,1.76,0.163,0.133,7.0
758,758.0,45396.0,11.2,8.49,9.68,1202.3,7.1,3.48,0.216,0.035,2.69
759,759.0,45396.0,9.3,8.4,11.87,797.3,27.3,1.15,0.025,0.067,6.48
760,760.0,45396.0,13.5,8.02,8.92,1176.9,15.5,3.61,0.025,0.071,0.77
761,761.0,45396.0,13.2,7.8,5.78,1966.5,11.5,4.2,0.025,0.069,0.99
762,762.0,45396.0,14.5,7.85,9.01,539.5,36.3,2.28,0.025,0.027,4.04
764,764.0,45396.0,17.5,8.22,8.94,688.2,16.5,1.77,0.025,0.025,4.19
765,765.0,45396.0,14.8,8.12,10.63,862.1,34.4,3.89,0.026,0.028,2.98
766,766.0,45396.0,9.4,7.89,10.31,700.4,2.8,2.52,0.106,0.02,0.92
767,767.0,45396.0,16.6,7.93,7.73,1067.4,71.4,4.56,0.145,0.133,6.94
768,768.0,45396.0,13.4,8.07,10.27,518.1,2.9,2.28,0.025,0.011,0.86
769,769.0,45396.0,13.8,8.06,8.02,639.2,51.1,3.01,0.04,0.081,2.61
770,770.0,45396.0,18.2,8.42,9.71,812.3,5.6,1.93,0.025,0.019,3.72
771,771.0,45396.0,11.1,8.54,11.38,562.3,5.2,1.36,0.025,0.007,2.68
772,772.0,45396.0,14.9,8.41,9.39,673.9,39.0,3.92,0.025,0.084,3.51
773,773.0,45396.0,8.5,7.87,9.79,729.0,7.2,2.64,0.025,0.02,4.4
774,774.0,45396.0,14.7,8.07,10.23,588.8,23.8,0.63,0.025,0.028,4.11
776,776.0,45396.0,16.4,8.1,8.59,1386.2,176.2,6.64,0.025,0.132,4.6
777,777.0,45396.0,16.3,8.3,10.9,730.3,28.5,5.23,0.025,0.044,2.12
778,778.0,45396.0,15.4,8.27,10.17,906.1,50.6,1.43,0.025,0.033,2.34
779,779.0,45396.0,19.2,8.16,8.03,2736.6,90.0,5.78,0.714,0.183,5.49
780,780.0,45396.0,15.4,8.29,11.0,864.3,17.2,1.42,0.025,0.045,4.56
781,781.0,45396.0,18.0,7.92,9.13,1817.4,32.6,5.77,0.025,0.143,8.32
782,782.0,45396.0,10.3,8.19,9.74,1081.3,162.5,7.55,0.025,0.081,7.0
783,783.0,45396.0,11.3,8.14,8.22,714.7,15.6,1.34,0.025,0.088,5.53
784,784.0,45396.0,15.1,7.71,6.17,1069.4,15.1,3.34,0.284,0.113,6.18
785,785.0,45396.0,13.2,8.23,10.05,584.1,3.7,1.8,0.025,0.04,3.82
786,786.0,45396.0,11.6,8.19,9.82,504.8,31.6,0.95,0.025,0.021,4.72
787,787.0,45396.0,12.1,8.31,8.78,864.0,10.7,1.88,0.025,0.026,3.24
788,788.0,45396.0,18.5,8.18,8.64,1479.7,59.1,3.76,0.149,0.099,4.54
789,789.0,45396.0,16.7,8.76,9.25,791.0,30.3,2.75,0.025,0.045,2.65
790,790.0,45396.0,12.8,8.1,6.75,608.1,22.0,1.83,0.171,0.068,3.95
791,791.0,45396.0,13.2,8.44,9.67,649.2,1.7,1.41,0.025,0.005,4.55
792,792.0,45396.0,15.9,8.54,8.66,1149.1,5.9,3.68,0.025,0.054,3.13
793,793.0,45396.0,15.0,8.57,8.68,734.7,41.0,2.37,0.025,0.06,2.4
794,794.0,45396.0,17.2,8.16,6.95,1052.6,18.3,3.22,0.025,0.129,5.12
795,795.0,45396.0,8.2,8.2,9.56,590.6,1.3,1.42,0.025,0.005,2.21
796,796.0,45396.0,17.3,8.03,6.69,1055.8,30.8,5.04,0.327,0.113,4.16
797,797.0,45396.0,13.4,8.43,8.78,1039.8,1096.6,3.47,0.027,0.01,2.17
798,798.0,45396.0,14.2,8.24,10.12,1051.6,552.5,3.12,0.026,0.059,2.76
799,799.0,45397.0,14.8,8.08,7.86,1820.9,44.9,7.81,0.208,0.129,1.6
800,800.0,45397.0,14.2,8.31,9.17,1037.7,309.6,2.96,0.026,0.065,2.03
801,801.0,45397.0,3.5,7.38,11.7,99.3,8.8,2.06,0.025,0.025,1.04
802,802.0,45397.0,7.3,7.33,11.71,84.8,3.5,2.9,0.025,0.018,0.89
803,803.0,45397.0,13.1,8.61,9.98,1069.2,239.4,1.9,0.025,0.05,2.94
805,805.0,45397.0,14.1,8.66,9.94,851.8,103.1,2.19,0.025,0.036,2.4
806,806.0,45397.0,6.8,8.45,10.37,798.8,15.1,1.48,0.025,0.011,4.9
807,807.0,45397.0,2.7,6.69,11.76,138.3,26.3,11.58,0.231,0.228,2.18
809,809.0,45397.0,12.4,8.6,9.81,986.6,147.7,2.5,0.2,0.032,2.75
810,810.0,45397.0,14.8,7.93,8.46,936.5,44.6,8.86,0.22,0.16,6.52
811,811.0,45397.0,13.5,7.62,8.6,741.2,7.3,5.57,0.147,0.108,4.4
812,812.0,45397.0,13.2,7.96,8.03,757.9,13.8,3.35,0.045,0.052,3.1
813,813.0,45397.0,14.0,7.32,11.9,806.7,4.9,2.79,0.025,0.041,8.14
814,814.0,45397.0,12.2,8.49,10.25,646.2,25.6,7.34,0.029,0.069,3.58
815,815.0,45397.0,12.9,7.62,9.6,581.6,0.5,2.59,0.034,0.019,0.5
816,816.0,45397.0,13.0,8.06,10.31,287.7,5.8,1.0,0.028,0.015,2.43
817,817.0,45397.0,13.4,8.78,12.04,519.3,14.4,3.38,0.046,0.057,2.62
818,818.0,45397.0,12.2,8.06,10.71,559.7,9.3,3.54,0.025,0.039,3.86
819,819.0,45397.0,12.7,8.02,9.76,776.2,4.7,2.74,0.053,0.061,4.07
820,820.0,45397.0,10.1,7.38,11.3,133.1,6.2,2.0,0.031,0.017,1.99
821,821.0,45397.0,12.5,9.05,9.17,261.4,5.7,1.75,0.036,0.035,2.76
822,822.0,45397.0,15.3,8.56,14.47,793.4,19.0,5.46,0.058,0.117,6.61
823,823.0,45397.0,13.4,8.44,9.63,763.9,9.5,4.0,0.475,0.085,4.93
824,824.0,45397.0,10.6,7.61,8.71,330.1,3.8,1.44,0.043,0.03,2.65
825,825.0,45397.0,9.0,7.84,10.25,399.9,1.6,0.93,0.025,0.006,3.41
826,826.0,45397.0,12.8,8.45,10.6,672.7,23.7,3.8,0.255,0.09,6.09
827,827.0,45397.0,7.1,7.56,14.38,252.8,3.0,2.05,0.025,0.016,2.83
828,828.0,45397.0,13.2,8.41,12.13,548.4,12.1,1.64,0.074,0.031,5.22
829,829.0,45397.0,13.9,7.74,9.04,543.3,6.1,2.02,0.052,0.038,3.46
830,830.0,45397.0,12.2,8.25,12.83,283.1,5.0,1.55,0.026,0.024,3.86
831,831.0,45397.0,12.2,7.77,10.83,263.2,4.5,1.2,0.025,0.014,3.66
832,832.0,45397.0,10.8,8.47,11.59,293.9,7.8,2.27,0.025,0.01,4.47
833,833.0,45397.0,9.7,7.82,10.05,195.3,8.6,1.51,0.025,0.009,3.39
834,834.0,45397.0,12.0,8.0,11.28,302.9,10.8,0.97,0.025,0.016,2.6
835,835.0,45397.0,11.6,7.72,7.93,476.8,7.5,2.29,0.483,0.043,4.56
836,836.0,45397.0,8.6,7.56,9.62,343.8,1.9,0.54,0.027,0.01,5.57
837,837.0,45397.0,8.9,7.43,9.89,114.9,4.7,0.57,0.025,0.005,3.46
838,838.0,45397.0,8.7,7.47,9.99,166.0,2.8,1.54,0.025,0.013,1.95
839,839.0,45397.0,10.1,8.94,11.71,223.8,5.8,2.15,0.025,0.024,2.86
840,840.0,45397.0,10.9,7.13,10.82,506.0,1.8,0.67,0.081,0.009,3.51
841,841.0,45397.0,7.8,8.04,10.76,718.8,15.2,2.23,0.034,0.027,3.1
842,842.0,45397.0,11.6,8.19,9.65,881.9,17.0,2.97,0.028,0.04,5.81
843,843.0,45397.0,11.4,8.0,8.48,805.5,18.6,3.01,0.389,0.063,5.4
844,844.0,45397.0,13.4,8.17,9.27,686.8,21.7,2.94,0.025,0.042,8.41
845,845.0,45397.0,13.0,8.22,8.65,422.8,12.7,3.34,0.059,0.033,0.66
846,846.0,45397.0,11.4,8.29,8.02,1220.1,21.1,2.5,0.061,0.06,13.24
847,847.0,45397.0,6.8,7.45,4.35,1054.4,10.5,3.86,0.079,0.088,9.83
848,848.0,45397.0,13.1,8.33,12.53,287.2,4.8,1.02,0.038,0.015,5.14
849,849.0,45397.0,13.9,7.85,10.16,649.7,15.1,2.9,0.041,0.043,7.47
850,850.0,45397.0,8.8,7.87,8.22,602.3,4.8,2.0,0.517,0.021,5.89
851,851.0,45397.0,17.2,8.24,9.99,891.6,14.6,2.5,0.048,0.041,3.64
852,852.0,45397.0,16.6,8.56,11.02,1128.3,11.3,3.41,0.066,0.032,2.47
853,853.0,45397.0,17.6,7.29,11.16,872.6,10.8,5.34,0.039,0.04,4.08
854,854.0,45397.0,18.7,8.18,10.04,881.6,2.6,5.27,0.064,0.053,8.03
855,855.0,45397.0,19.7,7.74,10.98,1191.8,12.0,3.51,0.069,0.037,9.89
856,856.0,45397.0,17.0,8.35,12.23,1119.1,20.3,3.84,0.027,0.03,1.89
857,857.0,45397.0,20.1,7.66,8.64,908.6,8.3,3.36,0.025,0.054,6.35
858,858.0,45397.0,17.8,8.53,13.08,1055.8,5.5,2.91,0.068,0.05,4.89
859,859.0,45397.0,16.8,7.75,8.55,1015.3,25.4,3.36,0.089,0.044,3.97
860,860.0,45397.0,19.1,8.22,11.78,1029.4,13.5,4.42,0.025,0.071,4.06
861,861.0,45397.0,17.7,7.69,11.09,1210.9,34.4,3.35,0.153,0.078,7.21
862,862.0,45397.0,22.3,8.95,19.34,1207.5,11.4,4.97,0.053,0.121,6.9
863,863.0,45397.0,19.6,9.09,17.14,1163.6,4.1,4.94,0.048,0.077,5.74
864,864.0,45397.0,17.3,8.32,10.77,422.5,3.2,2.51,0.025,0.005,1.15
865,865.0,45397.0,17.6,8.1,9.41,842.4,31.2,5.18,0.345,0.089,4.95
866,866.0,45397.0,11.2,8.3,12.04,436.8,3.9,2.48,0.025,0.005,1.28
867,867.0,45397.0,14.0,8.11,10.16,501.3,15.7,1.34,0.025,0.005,4.41
868,868.0,45397.0,19.3,8.23,13.89,574.8,4.3,1.37,0.025,0.013,5.16
869,869.0,45397.0,17.4,8.53,14.21,586.8,8.0,2.88,0.025,0.005,3.78
870,870.0,45397.0,15.4,8.29,9.77,587.4,4.6,1.29,0.127,0.038,11.41
872,872.0,45397.0,18.0,9.06,12.44,852.8,7.9,4.62,0.032,0.044,0.94
873,873.0,45397.0,18.6,8.78,23.23,786.9,3.9,3.29,0.05,0.046,1.02
874,874.0,45397.0,17.4,9.04,17.0,1366.2,5.8,4.53,0.067,0.059,1.16
875,875.0,45397.0,17.1,8.33,9.46,282.2,1.3,1.58,0.025,0.005,1.08
877,877.0,45397.0,16.1,8.13,9.92,286.7,5.4,1.52,0.025,0.005,1.1
878,878.0,45397.0,18.3,8.14,12.14,971.8,0.9,5.63,0.116,0.06,5.63
879,879.0,45397.0,16.0,8.81,9.52,1005.9,6.8,3.81,0.025,0.042,2.39
880,880.0,45397.0,16.2,8.33,12.48,23.9,14.4,5.02,0.025,0.058,4.76
881,881.0,45397.0,16.9,9.16,16.8,26678.0,20.0,12.5,0.261,0.159,2.27
882,882.0,45397.0,18.0,8.42,9.12,21673.6,17.7,3.95,0.337,0.034,1.11
883,883.0,45397.0,19.3,7.73,6.99,35486.0,446.7,6.51,0.356,0.129,1.61
884,884.0,45397.0,14.2,7.75,5.51,2288.4,9.3,5.32,0.174,0.053,4.64
885,885.0,45397.0,17.1,8.9,19.84,15937.0,47.0,8.57,0.181,0.119,2.02
886,886.0,45397.0,15.8,8.82,13.06,1849.2,22.6,6.16,0.032,0.078,4.85
887,887.0,45397.0,15.2,8.4,10.83,550.6,2.4,3.63,0.04,0.02,1.14
888,888.0,45397.0,15.4,8.28,9.11,515.2,2.8,2.76,0.025,0.017,1.15
889,889.0,45397.0,18.9,8.69,11.62,652.8,5.1,2.22,0.025,0.025,8.06
890,890.0,45397.0,17.2,8.29,10.36,831.0,13.9,2.44,0.025,0.029,11.06
891,891.0,45397.0,17.9,8.77,12.62,744.7,1.5,1.45,0.025,0.015,9.52
892,892.0,45397.0,17.0,8.93,19.12,511.2,4.4,3.47,0.025,0.027,1.05
893,893.0,45397.0,19.0,8.45,23.85,627.1,28.0,4.2,0.025,0.035,3.11
894,894.0,45397.0,19.3,7.9,8.64,1161.0,11.1,0.68,0.078,0.036,4.41
895,895.0,45397.0,19.5,8.25,10.73,950.9,23.5,1.03,0.032,0.02,6.6
896,896.0,45397.0,18.2,8.47,10.32,501.8,4.3,1.52,0.025,0.008,1.82
897,897.0,45397.0,17.9,8.26,5.77,1355.4,18.5,7.14,0.14,0.111,7.4
898,898.0,45397.0,12.2,8.89,14.65,558.7,1.9,2.03,0.025,0.015,3.17
899,899.0,45397.0,20.6,9.06,14.05,782.6,10.6,4.69,0.046,0.073,1.32
900,900.0,45397.0,14.7,9.46,19.0,924.2,3.5,6.73,0.054,0.078,1.25
902,902.0,45397.0,19.9,8.24,11.17,8880.4,4.3,2.46,0.059,0.023,0.72
903,903.0,45397.0,17.4,9.02,28.24,12532.4,5.2,8.39,0.143,0.039,2.73
904,904.0,45397.0,12.0,8.6,13.5,460.9,1.8,2.01,0.025,0.014,2.13
905,905.0,45397.0,13.9,8.44,12.02,778.1,2.7,2.95,0.049,0.012,1.6
906,906.0,45397.0,17.9,8.21,12.43,964.0,17.5,3.49,0.231,0.079,2.12
907,907.0,45397.0,15.6,9.21,14.69,2313.3,6.6,4.97,0.025,0.04,3.65
908,908.0,45397.0,16.9,8.93,16.83,2142.0,11.2,6.21,0.025,0.094,2.65
909,909.0,45397.0,19.3,6.47,7.81,43897.2,7.7,5.36,0.339,0.005,1.67
910,910.0,45397.0,19.9,8.65,10.93,580.0,20.1,0.93,0.025,0.018,4.72
911,911.0,45397.0,17.5,8.67,10.35,533.1,2.9,0.94,0.025,0.005,4.73
912,912.0,45397.0,20.3,8.76,9.86,553.8,45.8,2.61,0.025,0.085,2.24
913,913.0,45397.0,20.5,8.98,11.39,947.7,56.2,5.72,0.11,0.099,5.31
914,914.0,45397.0,21.4,8.68,9.26,942.5,22.9,3.26,0.322,0.114,9.04
915,915.0,45397.0,19.5,8.19,9.69,763.9,17.4,2.85,0.033,0.023,4.59
916,916.0,45397.0,20.7,8.43,14.47,1091.3,12.3,4.37,0.025,0.039,6.9
917,917.0,45397.0,19.0,8.78,12.86,661.7,10.6,2.62,0.025,0.023,6.62
918,918.0,45397.0,20.1,8.26,11.51,579.2,9.7,1.14,0.025,0.022,5.6
919,919.0,45397.0,18.3,8.27,9.19,485.4,60.2,0.91,0.025,0.018,3.89
920,920.0,45397.0,15.6,8.57,9.01,1214.5,70.6,3.54,0.025,0.063,5.06
922,922.0,45397.0,14.8,8.62,13.98,719.0,2.2,1.36,0.025,0.021,2.89
923,923.0,45397.0,18.4,8.61,9.6,412.3,8.0,1.19,0.025,0.005,1.98
924,924.0,45397.0,15.3,8.62,9.14,0.4,0.6,0.74,0.034,0.04,3.06
925,925.0,45397.0,17.6,8.55,10.15,913.8,2.5,1.01,0.025,0.005,1.81
926,926.0,45397.0,17.6,8.4,11.84,723.2,8.8,3.33,0.025,0.042,4.81
927,927.0,45397.0,16.0,8.7,13.32,1352.5,2.7,1.43,0.025,0.019,2.32
928,928.0,45397.0,16.3,8.3,8.51,333.3,17.7,3.8,0.025,0.032,2.33
